instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category
2937,2011-05-07,Summer,2011,5,6,0,6,0,Clear/Partly Cloudy,0.42,0.4242,0.77,0.0896,1,12,13,Morning Rush Hour
2938,2011-05-07,Summer,2011,5,7,0,6,0,Clear/Partly Cloudy,0.48,0.4697,0.59,0.0,8,32,40,Morning Rush Hour
2939,2011-05-07,Summer,2011,5,8,0,6,0,Clear/Partly Cloudy,0.52,0.5,0.52,0.194,19,96,115,Morning Rush Hour
2940,2011-05-07,Summer,2011,5,9,0,6,0,Clear/Partly Cloudy,0.54,0.5152,0.49,0.2836,54,164,218,Morning Rush Hour
2941,2011-05-07,Summer,2011,5,10,0,6,0,Clear/Partly Cloudy,0.56,0.5303,0.49,0.2985,90,208,298,Non-Rush Hour
2942,2011-05-07,Summer,2011,5,11,0,6,0,Clear/Partly Cloudy,0.56,0.5303,0.43,0.0,132,215,347,Non-Rush Hour
2943,2011-05-07,Summer,2011,5,12,0,6,0,Clear/Partly Cloudy,0.6,0.6212,0.4,0.194,129,244,373,Non-Rush Hour
2944,2011-05-07,Summer,2011,5,13,0,6,0,Clear/Partly Cloudy,0.6,0.6212,0.35,0.2836,196,240,436,Non-Rush Hour
2945,2011-05-07,Summer,2011,5,14,0,6,0,Light Snow/Rain,0.6,0.6212,0.35,0.1642,143,235,378,Non-Rush Hour
2946,2011-05-07,Summer,2011,5,15,0,6,0,Clear/Partly Cloudy,0.6,0.6212,0.38,0.2537,148,230,378,Non-Rush Hour
2947,2011-05-07,Summer,2011,5,16,0,6,0,Clear/Partly Cloudy,0.6,0.6212,0.38,0.194,119,223,342,Evening Rush Hour
2948,2011-05-07,Summer,2011,5,17,0,6,0,Clear/Partly Cloudy,0.58,0.5455,0.4,0.2239,138,216,354,Evening Rush Hour
2949,2011-05-07,Summer,2011,5,18,0,6,0,Clear/Partly Cloudy,0.58,0.5455,0.37,0.1642,114,175,289,Evening Rush Hour
2950,2011-05-07,Summer,2011,5,19,0,6,0,Clear/Partly Cloudy,0.56,0.5303,0.43,0.194,88,179,267,Evening Rush Hour
2951,2011-05-07,Summer,2011,5,20,0,6,0,Clear/Partly Cloudy,0.56,0.5303,0.43,0.1343,82,137,219,Non-Rush Hour
2952,2011-05-07,Summer,2011,5,21,0,6,0,Clear/Partly Cloudy,0.54,0.5152,0.49,0.2239,58,124,182,Non-Rush Hour
2953,2011-05-07,Summer,2011,5,22,0,6,0,Clear/Partly Cloudy,0.54,0.5152,0.49,0.194,26,94,120,Non-Rush Hour
2954,2011-05-07,Summer,2011,5,23,0,6,0,Clear/Partly Cloudy,0.5,0.4848,0.59,0.1045,30,89,119,Non-Rush Hour
2955,2011-05-08,Summer,2011,5,0,0,0,0,Misty/Cloudy,0.5,0.4848,0.59,0.1045,22,78,100,Non-Rush Hour
2956,2011-05-08,Summer,2011,5,1,0,0,0,Misty/Cloudy,0.52,0.5,0.55,0.0,8,56,64,Non-Rush Hour
2957,2011-05-08,Summer,2011,5,2,0,0,0,Clear/Partly Cloudy,0.48,0.4697,0.63,0.0,17,42,59,Non-Rush Hour
2958,2011-05-08,Summer,2011,5,3,0,0,0,Clear/Partly Cloudy,0.46,0.4545,0.72,0.0896,10,21,31,Non-Rush Hour
2959,2011-05-08,Summer,2011,5,4,0,0,0,Clear/Partly Cloudy,0.42,0.4242,0.82,0.0,2,8,10,Non-Rush Hour
2960,2011-05-08,Summer,2011,5,5,0,0,0,Misty/Cloudy,0.44,0.4394,0.77,0.0,0,5,5,Non-Rush Hour
2961,2011-05-08,Summer,2011,5,6,0,0,0,Misty/Cloudy,0.44,0.4394,0.82,0.0,2,4,6,Morning Rush Hour
2962,2011-05-08,Summer,2011,5,7,0,0,0,Misty/Cloudy,0.46,0.4545,0.82,0.0,8,15,23,Morning Rush Hour
2963,2011-05-08,Summer,2011,5,8,0,0,0,Clear/Partly Cloudy,0.52,0.5,0.63,0.1343,28,58,86,Morning Rush Hour
2964,2011-05-08,Summer,2011,5,9,0,0,0,Clear/Partly Cloudy,0.56,0.5303,0.52,0.2239,48,112,160,Morning Rush Hour
2965,2011-05-08,Summer,2011,5,10,0,0,0,Clear/Partly Cloudy,0.58,0.5455,0.49,0.1343,91,153,244,Non-Rush Hour
2966,2011-05-08,Summer,2011,5,11,0,0,0,Clear/Partly Cloudy,0.58,0.5455,0.49,0.0896,142,198,340,Non-Rush Hour
2967,2011-05-08,Summer,2011,5,12,0,0,0,Clear/Partly Cloudy,0.6,0.6212,0.46,0.0896,139,243,382,Non-Rush Hour
2968,2011-05-08,Summer,2011,5,13,0,0,0,Clear/Partly Cloudy,0.6,0.6212,0.49,0.1343,166,224,390,Non-Rush Hour
2969,2011-05-08,Summer,2011,5,14,0,0,0,Clear/Partly Cloudy,0.6,0.6212,0.49,0.0,126,240,366,Non-Rush Hour
2970,2011-05-08,Summer,2011,5,15,0,0,0,Clear/Partly Cloudy,0.6,0.6212,0.49,0.0,128,230,358,Non-Rush Hour
2971,2011-05-08,Summer,2011,5,16,0,0,0,Clear/Partly Cloudy,0.6,0.6212,0.46,0.1045,122,263,385,Evening Rush Hour
2972,2011-05-08,Summer,2011,5,17,0,0,0,Light Snow/Rain,0.58,0.5455,0.49,0.2836,106,245,351,Evening Rush Hour
2973,2011-05-08,Summer,2011,5,18,0,0,0,Clear/Partly Cloudy,0.58,0.5455,0.49,0.0,63,205,268,Evening Rush Hour
2974,2011-05-08,Summer,2011,5,19,0,0,0,Clear/Partly Cloudy,0.56,0.5303,0.64,0.0,61,178,239,Evening Rush Hour
2975,2011-05-08,Summer,2011,5,20,0,0,0,Clear/Partly Cloudy,0.52,0.5,0.77,0.1343,42,132,174,Non-Rush Hour
2976,2011-05-08,Summer,2011,5,21,0,0,0,Clear/Partly Cloudy,0.52,0.5,0.77,0.0896,32,95,127,Non-Rush Hour
2977,2011-05-08,Summer,2011,5,22,0,0,0,Clear/Partly Cloudy,0.5,0.4848,0.88,0.0896,29,86,115,Non-Rush Hour
2978,2011-05-08,Summer,2011,5,23,0,0,0,Clear/Partly Cloudy,0.46,0.4545,0.88,0.0896,9,41,50,Non-Rush Hour
2979,2011-05-09,Summer,2011,5,0,0,1,1,Clear/Partly Cloudy,0.46,0.4545,0.82,0.0896,31,22,53,Non-Rush Hour
2980,2011-05-09,Summer,2011,5,1,0,1,1,Clear/Partly Cloudy,0.44,0.4394,0.88,0.0,25,8,33,Non-Rush Hour
2981,2011-05-09,Summer,2011,5,2,0,1,1,Clear/Partly Cloudy,0.44,0.4394,0.94,0.0,6,2,8,Non-Rush Hour
2982,2011-05-09,Summer,2011,5,3,0,1,1,Clear/Partly Cloudy,0.46,0.4545,0.82,0.0896,0,7,7,Non-Rush Hour
2983,2011-05-09,Summer,2011,5,4,0,1,1,Clear/Partly Cloudy,0.42,0.4242,0.82,0.1642,0,4,4,Non-Rush Hour
2984,2011-05-09,Summer,2011,5,5,0,1,1,Clear/Partly Cloudy,0.42,0.4242,0.77,0.1642,0,23,23,Non-Rush Hour
2985,2011-05-09,Summer,2011,5,6,0,1,1,Clear/Partly Cloudy,0.44,0.4394,0.72,0.2537,2,87,89,Morning Rush Hour
2986,2011-05-09,Summer,2011,5,7,0,1,1,Clear/Partly Cloudy,0.48,0.4697,0.63,0.2537,16,221,237,Morning Rush Hour
2987,2011-05-09,Summer,2011,5,8,0,1,1,Clear/Partly Cloudy,0.52,0.5,0.55,0.2239,23,351,374,Morning Rush Hour
2988,2011-05-09,Summer,2011,5,9,0,1,1,Clear/Partly Cloudy,0.54,0.5152,0.56,0.1642,36,142,178,Morning Rush Hour
2989,2011-05-09,Summer,2011,5,10,0,1,1,Clear/Partly Cloudy,0.56,0.5303,0.52,0.194,24,95,119,Non-Rush Hour
2990,2011-05-09,Summer,2011,5,11,0,1,1,Clear/Partly Cloudy,0.6,0.6212,0.46,0.2239,26,99,125,Non-Rush Hour
2991,2011-05-09,Summer,2011,5,12,0,1,1,Clear/Partly Cloudy,0.6,0.6212,0.43,0.194,35,160,195,Non-Rush Hour
2992,2011-05-09,Summer,2011,5,13,0,1,1,Clear/Partly Cloudy,0.62,0.6212,0.38,0.2836,36,138,174,Non-Rush Hour
2993,2011-05-09,Summer,2011,5,14,0,1,1,Clear/Partly Cloudy,0.62,0.6212,0.41,0.2239,44,118,162,Non-Rush Hour
2994,2011-05-09,Summer,2011,5,15,0,1,1,Clear/Partly Cloudy,0.62,0.6212,0.41,0.2239,51,148,199,Non-Rush Hour
2995,2011-05-09,Summer,2011,5,16,0,1,1,Clear/Partly Cloudy,0.64,0.6212,0.38,0.2239,49,255,304,Evening Rush Hour
2996,2011-05-09,Summer,2011,5,17,0,1,1,Clear/Partly Cloudy,0.62,0.6212,0.38,0.2537,59,539,598,Evening Rush Hour
2997,2011-05-09,Summer,2011,5,18,0,1,1,Clear/Partly Cloudy,0.62,0.6212,0.38,0.2985,66,458,524,Evening Rush Hour
2998,2011-05-09,Summer,2011,5,19,0,1,1,Clear/Partly Cloudy,0.58,0.5455,0.43,0.194,45,339,384,Evening Rush Hour
2999,2011-05-09,Summer,2011,5,20,0,1,1,Clear/Partly Cloudy,0.54,0.5152,0.49,0.194,25,214,239,Non-Rush Hour
3000,2011-05-09,Summer,2011,5,21,0,1,1,Clear/Partly Cloudy,0.52,0.5,0.59,0.1343,28,128,156,Non-Rush Hour
3001,2011-05-09,Summer,2011,5,22,0,1,1,Clear/Partly Cloudy,0.52,0.5,0.68,0.0896,21,95,116,Non-Rush Hour
3002,2011-05-09,Summer,2011,5,23,0,1,1,Clear/Partly Cloudy,0.5,0.4848,0.68,0.0896,16,45,61,Non-Rush Hour
3003,2011-05-10,Summer,2011,5,0,0,2,1,Clear/Partly Cloudy,0.48,0.4697,0.63,0.0,6,12,18,Non-Rush Hour
3004,2011-05-10,Summer,2011,5,1,0,2,1,Clear/Partly Cloudy,0.46,0.4545,0.59,0.0896,3,12,15,Non-Rush Hour
3005,2011-05-10,Summer,2011,5,2,0,2,1,Clear/Partly Cloudy,0.44,0.4394,0.58,0.1343,1,4,5,Non-Rush Hour
3006,2011-05-10,Summer,2011,5,3,0,2,1,Clear/Partly Cloudy,0.44,0.4394,0.54,0.194,1,3,4,Non-Rush Hour
3007,2011-05-10,Summer,2011,5,4,0,2,1,Clear/Partly Cloudy,0.42,0.4242,0.62,0.2537,0,2,2,Non-Rush Hour
3008,2011-05-10,Summer,2011,5,5,0,2,1,Clear/Partly Cloudy,0.4,0.4091,0.66,0.2239,1,28,29,Non-Rush Hour
3009,2011-05-10,Summer,2011,5,6,0,2,1,Clear/Partly Cloudy,0.42,0.4242,0.67,0.1343,9,103,112,Morning Rush Hour
3010,2011-05-10,Summer,2011,5,7,0,2,1,Misty/Cloudy,0.44,0.4394,0.62,0.1343,13,301,314,Morning Rush Hour
3011,2011-05-10,Summer,2011,5,8,0,2,1,Misty/Cloudy,0.5,0.4848,0.51,0.1045,28,397,425,Morning Rush Hour
3012,2011-05-10,Summer,2011,5,9,0,2,1,Misty/Cloudy,0.52,0.5,0.48,0.1045,29,176,205,Morning Rush Hour
3013,2011-05-10,Summer,2011,5,10,0,2,1,Misty/Cloudy,0.56,0.5303,0.37,0.0896,27,100,127,Non-Rush Hour
3014,2011-05-10,Summer,2011,5,11,0,2,1,Misty/Cloudy,0.56,0.5303,0.43,0.1343,17,108,125,Non-Rush Hour
3015,2011-05-10,Summer,2011,5,12,0,2,1,Misty/Cloudy,0.6,0.6212,0.38,0.0,47,170,217,Non-Rush Hour
3016,2011-05-10,Summer,2011,5,13,0,2,1,Misty/Cloudy,0.62,0.6212,0.38,0.2537,50,152,202,Non-Rush Hour
3017,2011-05-10,Summer,2011,5,14,0,2,1,Misty/Cloudy,0.62,0.6212,0.33,0.0,42,134,176,Non-Rush Hour
3018,2011-05-10,Summer,2011,5,15,0,2,1,Misty/Cloudy,0.64,0.6212,0.33,0.0896,28,152,180,Non-Rush Hour
3019,2011-05-10,Summer,2011,5,16,0,2,1,Clear/Partly Cloudy,0.66,0.6212,0.31,0.1045,56,271,327,Evening Rush Hour
3020,2011-05-10,Summer,2011,5,17,0,2,1,Clear/Partly Cloudy,0.64,0.6212,0.33,0.0,79,532,611,Evening Rush Hour
3021,2011-05-10,Summer,2011,5,18,0,2,1,Clear/Partly Cloudy,0.64,0.6212,0.29,0.1343,70,480,550,Evening Rush Hour
3022,2011-05-10,Summer,2011,5,19,0,2,1,Clear/Partly Cloudy,0.6,0.6212,0.43,0.2239,69,365,434,Evening Rush Hour
3023,2011-05-10,Summer,2011,5,20,0,2,1,Clear/Partly Cloudy,0.54,0.5152,0.6,0.1343,50,241,291,Non-Rush Hour
3024,2011-05-10,Summer,2011,5,21,0,2,1,Clear/Partly Cloudy,0.54,0.5152,0.52,0.0,30,173,203,Non-Rush Hour
3025,2011-05-10,Summer,2011,5,22,0,2,1,Clear/Partly Cloudy,0.52,0.5,0.55,0.1045,29,121,150,Non-Rush Hour
3026,2011-05-10,Summer,2011,5,23,0,2,1,Misty/Cloudy,0.52,0.5,0.59,0.1343,9,72,81,Non-Rush Hour
3027,2011-05-11,Summer,2011,5,0,0,3,1,Misty/Cloudy,0.52,0.5,0.55,0.1343,8,30,38,Non-Rush Hour
3028,2011-05-11,Summer,2011,5,1,0,3,1,Misty/Cloudy,0.5,0.4848,0.59,0.1045,4,16,20,Non-Rush Hour
3029,2011-05-11,Summer,2011,5,2,0,3,1,Clear/Partly Cloudy,0.52,0.5,0.59,0.0,6,4,10,Non-Rush Hour
3030,2011-05-11,Summer,2011,5,3,0,3,1,Clear/Partly Cloudy,0.5,0.4848,0.63,0.2239,0,3,3,Non-Rush Hour
3031,2011-05-11,Summer,2011,5,4,0,3,1,Misty/Cloudy,0.48,0.4697,0.88,0.1343,0,2,2,Non-Rush Hour
3032,2011-05-11,Summer,2011,5,5,0,3,1,Clear/Partly Cloudy,0.46,0.4545,0.88,0.1343,0,20,20,Non-Rush Hour
3033,2011-05-11,Summer,2011,5,6,0,3,1,Clear/Partly Cloudy,0.46,0.4545,0.82,0.1343,6,93,99,Morning Rush Hour
3034,2011-05-11,Summer,2011,5,7,0,3,1,Clear/Partly Cloudy,0.48,0.4697,0.72,0.194,25,293,318,Morning Rush Hour
3035,2011-05-11,Summer,2011,5,8,0,3,1,Clear/Partly Cloudy,0.48,0.4697,0.77,0.2537,21,421,442,Morning Rush Hour
3036,2011-05-11,Summer,2011,5,9,0,3,1,Clear/Partly Cloudy,0.52,0.5,0.72,0.1343,21,182,203,Morning Rush Hour
3037,2011-05-11,Summer,2011,5,10,0,3,1,Clear/Partly Cloudy,0.54,0.5152,0.68,0.0896,30,124,154,Non-Rush Hour
3038,2011-05-11,Summer,2011,5,11,0,3,1,Clear/Partly Cloudy,0.56,0.5303,0.64,0.0896,18,123,141,Non-Rush Hour
3039,2011-05-11,Summer,2011,5,12,0,3,1,Clear/Partly Cloudy,0.6,0.6212,0.56,0.0,41,185,226,Non-Rush Hour
3040,2011-05-11,Summer,2011,5,13,0,3,1,Clear/Partly Cloudy,0.62,0.6212,0.5,0.0,36,157,193,Non-Rush Hour
3041,2011-05-11,Summer,2011,5,14,0,3,1,Clear/Partly Cloudy,0.62,0.6212,0.53,0.0896,36,141,177,Non-Rush Hour
3042,2011-05-11,Summer,2011,5,15,0,3,1,Clear/Partly Cloudy,0.64,0.6212,0.41,0.0,48,131,179,Non-Rush Hour
3043,2011-05-11,Summer,2011,5,16,0,3,1,Clear/Partly Cloudy,0.66,0.6212,0.39,0.0,49,240,289,Evening Rush Hour
3044,2011-05-11,Summer,2011,5,17,0,3,1,Clear/Partly Cloudy,0.64,0.6212,0.47,0.1045,17,242,259,Evening Rush Hour
3045,2011-05-11,Summer,2011,5,18,0,3,1,Clear/Partly Cloudy,0.62,0.6212,0.5,0.2985,40,234,274,Evening Rush Hour
3046,2011-05-11,Summer,2011,5,19,0,3,1,Clear/Partly Cloudy,0.56,0.5303,0.52,0.1343,60,341,401,Evening Rush Hour
3047,2011-05-11,Summer,2011,5,20,0,3,1,Clear/Partly Cloudy,0.54,0.5152,0.64,0.1343,28,245,273,Non-Rush Hour
3048,2011-05-11,Summer,2011,5,21,0,3,1,Clear/Partly Cloudy,0.54,0.5152,0.6,0.0,32,202,234,Non-Rush Hour
3049,2011-05-11,Summer,2011,5,22,0,3,1,Clear/Partly Cloudy,0.5,0.4848,0.72,0.2537,12,134,146,Non-Rush Hour
3050,2011-05-11,Summer,2011,5,23,0,3,1,Clear/Partly Cloudy,0.46,0.4545,0.88,0.2537,12,69,81,Non-Rush Hour
3051,2011-05-12,Summer,2011,5,0,0,4,1,Misty/Cloudy,0.46,0.4545,0.88,0.2239,5,39,44,Non-Rush Hour
3052,2011-05-12,Summer,2011,5,1,0,4,1,Clear/Partly Cloudy,0.46,0.4545,0.88,0.2239,1,16,17,Non-Rush Hour
3053,2011-05-12,Summer,2011,5,2,0,4,1,Clear/Partly Cloudy,0.44,0.4394,0.94,0.194,1,14,15,Non-Rush Hour
3054,2011-05-12,Summer,2011,5,3,0,4,1,Clear/Partly Cloudy,0.44,0.4394,0.88,0.1343,0,5,5,Non-Rush Hour
3055,2011-05-12,Summer,2011,5,4,0,4,1,Clear/Partly Cloudy,0.42,0.4242,0.94,0.0,1,5,6,Non-Rush Hour
3056,2011-05-12,Summer,2011,5,5,0,4,1,Clear/Partly Cloudy,0.42,0.4242,0.94,0.1343,2,27,29,Non-Rush Hour
3057,2011-05-12,Summer,2011,5,6,0,4,1,Clear/Partly Cloudy,0.44,0.4394,0.88,0.0,9,103,112,Morning Rush Hour
3058,2011-05-12,Summer,2011,5,7,0,4,1,Clear/Partly Cloudy,0.46,0.4545,0.88,0.1343,14,283,297,Morning Rush Hour
3059,2011-05-12,Summer,2011,5,8,0,4,1,Clear/Partly Cloudy,0.48,0.4697,0.82,0.194,27,394,421,Morning Rush Hour
3060,2011-05-12,Summer,2011,5,9,0,4,1,Misty/Cloudy,0.5,0.4848,0.77,0.2836,21,191,212,Morning Rush Hour
3061,2011-05-12,Summer,2011,5,10,0,4,1,Misty/Cloudy,0.54,0.5152,0.68,0.2239,28,119,147,Non-Rush Hour
3062,2011-05-12,Summer,2011,5,11,0,4,1,Clear/Partly Cloudy,0.58,0.5455,0.6,0.2239,43,136,179,Non-Rush Hour
3063,2011-05-12,Summer,2011,5,12,0,4,1,Clear/Partly Cloudy,0.58,0.5455,0.6,0.2239,43,164,207,Non-Rush Hour
3064,2011-05-12,Summer,2011,5,13,0,4,1,Misty/Cloudy,0.62,0.6212,0.57,0.2985,48,170,218,Non-Rush Hour
3065,2011-05-12,Summer,2011,5,14,0,4,1,Misty/Cloudy,0.62,0.6061,0.61,0.2239,43,148,191,Non-Rush Hour
3066,2011-05-12,Summer,2011,5,15,0,4,1,Misty/Cloudy,0.64,0.6212,0.53,0.2537,54,163,217,Non-Rush Hour
3067,2011-05-12,Summer,2011,5,16,0,4,1,Misty/Cloudy,0.64,0.6212,0.57,0.2537,50,238,288,Evening Rush Hour
3068,2011-05-12,Summer,2011,5,17,0,4,1,Misty/Cloudy,0.64,0.6212,0.57,0.194,54,540,594,Evening Rush Hour
3069,2011-05-12,Summer,2011,5,18,0,4,1,Clear/Partly Cloudy,0.62,0.6061,0.69,0.2239,64,463,527,Evening Rush Hour
3070,2011-05-12,Summer,2011,5,19,0,4,1,Misty/Cloudy,0.6,0.6061,0.64,0.194,59,305,364,Evening Rush Hour
3071,2011-05-12,Summer,2011,5,20,0,4,1,Clear/Partly Cloudy,0.6,0.6061,0.64,0.194,56,220,276,Non-Rush Hour
3072,2011-05-12,Summer,2011,5,21,0,4,1,Clear/Partly Cloudy,0.56,0.5303,0.83,0.1343,31,192,223,Non-Rush Hour
3073,2011-05-12,Summer,2011,5,22,0,4,1,Clear/Partly Cloudy,0.54,0.5152,0.83,0.194,25,147,172,Non-Rush Hour
3074,2011-05-12,Summer,2011,5,23,0,4,1,Misty/Cloudy,0.54,0.5152,0.77,0.194,16,87,103,Non-Rush Hour
3075,2011-05-13,Summer,2011,5,0,0,5,1,Misty/Cloudy,0.52,0.5,0.83,0.1642,6,46,52,Non-Rush Hour
3076,2011-05-13,Summer,2011,5,1,0,5,1,Clear/Partly Cloudy,0.52,0.5,0.83,0.1642,5,15,20,Non-Rush Hour
3077,2011-05-13,Summer,2011,5,2,0,5,1,Misty/Cloudy,0.5,0.4848,0.88,0.1343,3,8,11,Non-Rush Hour
3078,2011-05-13,Summer,2011,5,3,0,5,1,Misty/Cloudy,0.5,0.4848,0.88,0.1343,2,2,4,Non-Rush Hour
3079,2011-05-13,Summer,2011,5,4,0,5,1,Light Snow/Rain,0.5,0.4848,0.88,0.1642,2,3,5,Non-Rush Hour
3080,2011-05-13,Summer,2011,5,5,0,5,1,Misty/Cloudy,0.5,0.4848,0.88,0.194,1,24,25,Non-Rush Hour
3081,2011-05-13,Summer,2011,5,6,0,5,1,Light Snow/Rain,0.5,0.4848,0.88,0.1343,6,76,82,Morning Rush Hour
3082,2011-05-13,Summer,2011,5,7,0,5,1,Light Snow/Rain,0.5,0.4848,0.88,0.1642,16,141,157,Morning Rush Hour
3083,2011-05-13,Summer,2011,5,8,0,5,1,Misty/Cloudy,0.5,0.4848,0.88,0.194,26,361,387,Morning Rush Hour
3084,2011-05-13,Summer,2011,5,9,0,5,1,Misty/Cloudy,0.5,0.4848,0.88,0.194,18,215,233,Morning Rush Hour
3085,2011-05-13,Summer,2011,5,10,0,5,1,Misty/Cloudy,0.52,0.5,0.83,0.1343,31,99,130,Non-Rush Hour
3086,2011-05-13,Summer,2011,5,11,0,5,1,Misty/Cloudy,0.52,0.5,0.83,0.1642,56,90,146,Non-Rush Hour
3087,2011-05-13,Summer,2011,5,12,0,5,1,Misty/Cloudy,0.52,0.5,0.88,0.194,53,170,223,Non-Rush Hour
3088,2011-05-13,Summer,2011,5,13,0,5,1,Misty/Cloudy,0.52,0.5,0.88,0.3881,69,157,226,Non-Rush Hour
3089,2011-05-13,Summer,2011,5,14,0,5,1,Misty/Cloudy,0.52,0.5,0.87,0.2836,70,120,190,Non-Rush Hour
3090,2011-05-13,Summer,2011,5,15,0,5,1,Misty/Cloudy,0.52,0.5,0.88,0.1642,56,142,198,Non-Rush Hour
3091,2011-05-13,Summer,2011,5,16,0,5,1,Misty/Cloudy,0.52,0.5,0.88,0.1343,44,256,300,Evening Rush Hour
3092,2011-05-13,Summer,2011,5,17,0,5,1,Light Snow/Rain,0.52,0.5,0.88,0.1642,62,429,491,Evening Rush Hour
3093,2011-05-13,Summer,2011,5,18,0,5,1,Light Snow/Rain,0.52,0.5,0.88,0.1642,39,359,398,Evening Rush Hour
3094,2011-05-13,Summer,2011,5,19,0,5,1,Misty/Cloudy,0.52,0.5,0.83,0.194,25,245,270,Evening Rush Hour
3095,2011-05-13,Summer,2011,5,20,0,5,1,Misty/Cloudy,0.52,0.5,0.83,0.1343,22,130,152,Non-Rush Hour
3096,2011-05-13,Summer,2011,5,21,0,5,1,Misty/Cloudy,0.52,0.5,0.84,0.1642,24,130,154,Non-Rush Hour
3097,2011-05-13,Summer,2011,5,22,0,5,1,Misty/Cloudy,0.52,0.5,0.83,0.2239,25,107,132,Non-Rush Hour
3098,2011-05-13,Summer,2011,5,23,0,5,1,Light Snow/Rain,0.5,0.4848,0.88,0.1642,31,88,119,Non-Rush Hour
3099,2011-05-14,Summer,2011,5,0,0,6,0,Misty/Cloudy,0.5,0.4848,0.88,0.1343,24,78,102,Non-Rush Hour
3100,2011-05-14,Summer,2011,5,1,0,6,0,Misty/Cloudy,0.5,0.4848,0.88,0.1343,18,64,82,Non-Rush Hour
3101,2011-05-14,Summer,2011,5,2,0,6,0,Misty/Cloudy,0.5,0.4848,0.88,0.1343,15,37,52,Non-Rush Hour
3102,2011-05-14,Summer,2011,5,3,0,6,0,Misty/Cloudy,0.5,0.4848,0.88,0.1343,5,30,35,Non-Rush Hour
3103,2011-05-14,Summer,2011,5,4,0,6,0,Misty/Cloudy,0.5,0.4848,0.82,0.1642,1,4,5,Non-Rush Hour
3104,2011-05-14,Summer,2011,5,5,0,6,0,Misty/Cloudy,0.5,0.4848,0.82,0.1045,7,7,14,Non-Rush Hour
3105,2011-05-14,Summer,2011,5,6,0,6,0,Misty/Cloudy,0.5,0.4848,0.88,0.1045,2,9,11,Morning Rush Hour
3106,2011-05-14,Summer,2011,5,7,0,6,0,Light Snow/Rain,0.48,0.4697,1.0,0.0,4,28,32,Morning Rush Hour
3107,2011-05-14,Summer,2011,5,8,0,6,0,Light Snow/Rain,0.5,0.4848,0.94,0.0,16,72,88,Morning Rush Hour
3108,2011-05-14,Summer,2011,5,9,0,6,0,Misty/Cloudy,0.52,0.5,0.94,0.0896,14,86,100,Morning Rush Hour
3109,2011-05-14,Summer,2011,5,10,0,6,0,Misty/Cloudy,0.52,0.5,0.94,0.1642,34,133,167,Non-Rush Hour
3110,2011-05-14,Summer,2011,5,11,0,6,0,Misty/Cloudy,0.52,0.5,0.94,0.1343,72,207,279,Non-Rush Hour
3111,2011-05-14,Summer,2011,5,12,0,6,0,Light Snow/Rain,0.52,0.5,1.0,0.0896,75,204,279,Non-Rush Hour
3112,2011-05-14,Summer,2011,5,13,0,6,0,Light Snow/Rain,0.52,0.5,1.0,0.0896,68,180,248,Non-Rush Hour
3113,2011-05-14,Summer,2011,5,14,0,6,0,Misty/Cloudy,0.54,0.5152,0.94,0.1343,57,159,216,Non-Rush Hour
3114,2011-05-14,Summer,2011,5,15,0,6,0,Misty/Cloudy,0.54,0.5152,0.94,0.1642,73,221,294,Non-Rush Hour
3115,2011-05-14,Summer,2011,5,16,0,6,0,Misty/Cloudy,0.54,0.5152,0.94,0.194,107,188,295,Evening Rush Hour
3116,2011-05-14,Summer,2011,5,17,0,6,0,Misty/Cloudy,0.56,0.5303,0.88,0.194,78,194,272,Evening Rush Hour
3117,2011-05-14,Summer,2011,5,18,0,6,0,Misty/Cloudy,0.56,0.5303,0.88,0.2239,88,216,304,Evening Rush Hour
3118,2011-05-14,Summer,2011,5,19,0,6,0,Light Snow/Rain,0.54,0.5152,0.94,0.1343,69,179,248,Evening Rush Hour
3119,2011-05-14,Summer,2011,5,20,0,6,0,Light Snow/Rain,0.54,0.5152,0.94,0.1343,42,115,157,Non-Rush Hour
3120,2011-05-14,Summer,2011,5,21,0,6,0,Light Snow/Rain,0.54,0.5152,0.94,0.2239,15,44,59,Non-Rush Hour
3121,2011-05-14,Summer,2011,5,22,0,6,0,Light Snow/Rain,0.54,0.5152,0.94,0.1642,7,19,26,Non-Rush Hour
3122,2011-05-14,Summer,2011,5,23,0,6,0,Light Snow/Rain,0.52,0.5,1.0,0.194,11,33,44,Non-Rush Hour
3123,2011-05-15,Summer,2011,5,0,0,0,0,Misty/Cloudy,0.52,0.5,1.0,0.0,5,34,39,Non-Rush Hour
3124,2011-05-15,Summer,2011,5,1,0,0,0,Misty/Cloudy,0.52,0.5,1.0,0.1045,4,43,47,Non-Rush Hour
3125,2011-05-15,Summer,2011,5,2,0,0,0,Misty/Cloudy,0.52,0.5,1.0,0.1343,13,37,50,Non-Rush Hour
3126,2011-05-15,Summer,2011,5,3,0,0,0,Misty/Cloudy,0.52,0.5,1.0,0.0,11,21,32,Non-Rush Hour
3127,2011-05-15,Summer,2011,5,4,0,0,0,Misty/Cloudy,0.52,0.5,1.0,0.0,5,8,13,Non-Rush Hour
3128,2011-05-15,Summer,2011,5,5,0,0,0,Light Snow/Rain,0.52,0.5,1.0,0.1045,3,11,14,Non-Rush Hour
3129,2011-05-15,Summer,2011,5,6,0,0,0,Misty/Cloudy,0.52,0.5,1.0,0.1343,3,14,17,Morning Rush Hour
